Year,Region,CategoryID,Category,Rollup,CO2,CH4,CH4 (CO2eq),N2O,N2O (CO2eq),HFCs,PFCs,SF6,NF3,CO2eq,Unit
2017,Newfoundland and Labrador,0,TOTAL,TRUE,9843.776916,35.15209571,878.8023928,0.46618791,138.9239971,173.9264365,0.029799254,1.681956,0,11037.1415,kt
2018,Newfoundland and Labrador,0,TOTAL,TRUE,9776.154435,36.14294919,903.5737298,0.468604863,139.6442491,187.8726995,0.044904502,2.179452,0,11009.46947,kt
1999,Northwest Territories,0,TOTAL,TRUE,1180.732385,1.052257501,26.30643753,0.039089841,11.64877257,4.661766798,0.004379017,0,0,1223.353741,kt
2000,Northwest Territories,0,TOTAL,TRUE,1435.874682,1.601767623,40.04419056,0.051476203,15.33990841,6.135618833,0.003808528,0,0,1497.398208,kt
2001,Northwest Territories,0,TOTAL,TRUE,1802.082658,2.022746006,50.56865014,0.062286847,18.56148034,7.698266151,0.003515481,0,0,1878.91457,kt
2002,Northwest Territories,0,TOTAL,TRUE,1484.793039,1.893064166,47.32660416,0.053878336,16.05574404,8.480775598,0.003313256,0,0,1556.659476,kt
2003,Northwest Territories,0,TOTAL,TRUE,1363.854675,1.661090155,41.52725387,0.050351643,15.0047897,9.127714298,0.003238773,0,0,1429.517672,kt
2004,Northwest Territories,0,TOTAL,TRUE,1301.123917,1.509857816,37.7464454,0.047916475,14.27910957,10.42145676,0.003904174,0,0,1363.574833,kt
2005,Northwest Territories,0,TOTAL,TRUE,1524.256676,1.311560778,32.78901944,0.054283743,16.17655542,12.33245715,0.00490478,0,0,1585.559613,kt
2006,Northwest Territories,0,TOTAL,TRUE,1522.63227,1.139087312,28.47718281,0.05452714,16.24908776,15.0605874,0.005649596,0,0,1582.424777,kt
2007,Northwest Territories,0,TOTAL,TRUE,1971.91417,1.161905352,29.04763381,0.07285324,21.71026544,17.13958267,0.00585214,0,0,2039.817504,kt
2008,Northwest Territories,0,TOTAL,TRUE,1712.722825,1.058301879,26.45754698,0.064329586,19.17021677,16.83314898,0.00638899,0,0,1775.190127,kt
2009,Northwest Territories,0,TOTAL,TRUE,1202.838259,0.892605479,22.31513698,0.041149687,12.26260671,15.88736847,0.006016771,0,0,1253.309388,kt
2010,Northwest Territories,0,TOTAL,TRUE,1377.153195,1.10560044,27.640011,0.047687977,14.21101714,16.99956144,0.00551113,0,0,1436.009296,kt
2011,Northwest Territories,0,TOTAL,TRUE,1428.85166,1.006773104,25.16932759,0.050351748,15.00482078,18.47299794,0.00591923,0,0,1487.504726,kt
2012,Northwest Territories,0,TOTAL,TRUE,1451.276022,1.045499339,26.13748348,0.049763752,14.82959798,18.50572426,0.0049987,0,0,1510.753826,kt
2013,Northwest Territories,0,TOTAL,TRUE,1277.932952,0.818779071,20.46947678,0.04654469,13.87031758,18.740851,0.004162955,0,0,1331.017761,kt
2014,Northwest Territories,0,TOTAL,TRUE,1443.013929,0.806024531,20.15061328,0.055944732,16.67153008,20.51571813,0.003962123,0,0,1500.355753,kt
2015,Northwest Territories,0,TOTAL,TRUE,1634.066225,0.767190622,19.17976555,0.063684524,18.97798809,20.75234608,0.003526398,0,0,1692.979851,kt
2016,Northwest Territories,0,TOTAL,TRUE,1525.290022,0.855568332,21.38920831,0.062868128,18.73470218,21.47973576,0.00316079,0,0,1586.896829,kt
2017,Northwest Territories,0,TOTAL,TRUE,1222.478019,0.701016975,17.52542437,0.05567277,16.59048531,23.47430158,0.002884912,0,0,1280.071115,kt
2018,Northwest Territories,0,TOTAL,TRUE,1172.331035,0.672216332,16.8054083,0.050172566,14.95142475,26.39633517,0.005234607,0,0,1230.489438,kt
1990,Northwest Territories and Nunavut,0,TOTAL,TRUE,1593.213998,1.542477843,38.56194608,0.041233302,12.28752397,0,0,0,0,1644.063468,kt
1991,Northwest Territories and Nunavut,0,TOTAL,TRUE,1561.126003,1.358651663,33.96629157,0.037856294,11.2811757,0,0,0,0,1606.37347,kt
1992,Northwest Territories and Nunavut,0,TOTAL,TRUE,1372.611275,1.121726703,28.04316759,0.034536481,10.29187133,0,0,0,0,1410.946314,kt
1993,Northwest Territories and Nunavut,0,TOTAL,TRUE,1636.652073,1.241826143,31.04565358,0.039536749,11.78195128,0,0,0,0,1679.479678,kt
1994,Northwest Territories and Nunavut,0,TOTAL,TRUE,1796.264693,1.175499257,29.38748143,0.041924103,12.49338264,0,0,0,0,1838.145557,kt
1995,Northwest Territories and Nunavut,0,TOTAL,TRUE,1849.380887,1.212025864,30.30064659,0.041155063,12.26420891,1.283127521,1.49E-05,0,0,1893.228885,kt
1996,Northwest Territories and Nunavut,0,TOTAL,TRUE,1847.80212,1.229695749,30.74239373,0.045387506,13.52547691,2.294279707,0.001002846,0,0,1894.365274,kt
1997,Northwest Territories and Nunavut,0,TOTAL,TRUE,1671.132789,1.126967176,28.1741794,0.045865412,13.66789281,3.235522745,0.008595769,0,0,1716.21898,kt
1998,Northwest Territories and Nunavut,0,TOTAL,TRUE,1505.479987,1.143759352,28.59398381,0.044719198,13.32632107,5.090884836,0.00834144,0,0,1552.499519,kt
1990,Nova Scotia,0,TOTAL,TRUE,16349.15806,113.1785671,2829.464176,1.318081265,392.7882168,0,0,22.8994721,0,19594.30993,kt
1991,Nova Scotia,0,TOTAL,TRUE,15963.03358,114.8743697,2871.859243,1.262423345,376.2021568,0,0,22.8994721,0,19233.99445,kt
1992,Nova Scotia,0,TOTAL,TRUE,16660.4732,101.0070303,2525.175759,1.305927374,389.1663576,0,0,22.8994721,0,19597.71479,kt
1993,Nova Scotia,0,TOTAL,TRUE,16622.68929,103.9032746,2597.581864,1.284559641,382.7987731,0,0,22.8994721,0,19625.9694,kt
1994,Nova Scotia,0,TOTAL,TRUE,16269.37751,95.20147973,2380.036993,1.368942451,407.9448505,0,0,22.8994721,0,19080.25883,kt
1995,Nova Scotia,0,TOTAL,TRUE,16339.19146,86.58506619,2164.626655,1.395858495,415.9658314,12.98947101,0.000276537,22.8994721,0,18955.67316,kt
1996,Nova Scotia,0,TOTAL,TRUE,16447.22093,80.25598969,2006.399742,1.445844214,430.8615756,23.23692441,0.009249714,16.45103594,0,18924.17945,kt
1997,Nova Scotia,0,TOTAL,TRUE,17190.41048,81.24697971,2031.174493,1.451030066,432.4069598,31.53630175,0.072987627,19.60110796,0,19705.20233,kt
1998,Nova Scotia,0,TOTAL,TRUE,17496.11682,75.96112665,1899.028166,1.504078914,448.2155164,45.06093603,0.071949254,21.90442051,0,19910.39781,kt
1999,Nova Scotia,0,TOTAL,TRUE,18314.0863,67.85255777,1696.313944,1.587861852,473.1828319,62.67915511,0.061470223,21.70313685,0,20568.02684,kt
2000,Nova Scotia,0,TOTAL,TRUE,19791.90696,73.89823802,1847.455951,1.615802957,481.5092811,78.90155933,0.058186108,22.51345197,0,22222.34539,kt
2001,Nova Scotia,0,TOTAL,TRUE,19089.28223,69.51054083,1737.763521,1.582072925,471.4577317,89.0845626,0.05555965,29.40172719,0,21417.04533,kt
2002,Nova Scotia,0,TOTAL,TRUE,18359.45962,67.2361124,1680.90281,1.598776868,476.4355068,100.8793366,0.057671337,15.3041782,0,20633.03912,kt
2003,Nova Scotia,0,TOTAL,TRUE,19965.07102,63.15324349,1578.831087,1.686158526,502.4752409,114.0508734,0.063263808,23.95768172,0,22184.44917,kt
2004,Nova Scotia,0,TOTAL,TRUE,21683.40138,59.94021168,1498.505292,1.65839588,494.2019724,126.0683744,0.07648008,38.4408,0,23840.6943,kt
2005,Nova Scotia,0,TOTAL,TRUE,21320.81246,45.66548959,1141.63724,1.592182955,474.4705205,136.303942,0.095373324,29.3664,0,23102.68594,kt
2006,Nova Scotia,0,TOTAL,TRUE,20143.85268,42.57817038,1064.45426,1.495179198,445.563401,141.5249175,0.103373723,19.6536,0,21815.15223,kt
2007,Nova Scotia,0,TOTAL,TRUE,21782.30983,41.87331275,1046.832819,1.464004167,436.2732419,157.5030148,0.109801541,28.9104,0,23451.93911,kt
2008,Nova Scotia,0,TOTAL,TRUE,19588.03686,44.1100667,1102.751667,1.44509624,430.6386795,163.8303815,0.115029296,23.5296,0,21308.90222,kt
2009,Nova Scotia,0,TOTAL,TRUE,19080.48622,41.45063996,1036.265999,1.367777885,407.5978097,178.0126064,0.123353537,16.77396,0,20719.25995,kt
2010,Nova Scotia,0,TOTAL,TRUE,18778.71819,41.39910057,1034.977514,1.335784775,398.063863,194.5802616,0.141571569,27.06246,0,20433.54386,kt
2011,Nova Scotia,0,TOTAL,TRUE,19400.56544,41.3741227,1034.353068,1.314480287,391.7151257,220.5201539,0.27510874,33.07368,0,21080.50257,kt
2012,Nova Scotia,0,TOTAL,TRUE,17752.42799,41.38798212,1034.699553,1.258787632,375.1187144,229.7030015,0.480022571,21.92904,0,19414.35832,kt
2013,Nova Scotia,0,TOTAL,TRUE,16773.64621,41.35290564,1033.822641,1.161936435,346.2570576,239.0640753,0.32119827,38.65284,0,18431.76402,kt
2014,Nova Scotia,0,TOTAL,TRUE,14958.13291,39.85414673,996.3536682,1.14346214,340.7517176,257.6685138,0.216765406,32.94828,0,16586.07185,kt
2015,Nova Scotia,0,TOTAL,TRUE,15165.20552,37.32926648,933.2316619,1.125138617,335.2913079,261.4287934,0.167419389,32.76588,0,16728.09058,kt
2016,Nova Scotia,0,TOTAL,TRUE,14034.47292,38.30487053,957.6217632,1.1261418,335.5902564,267.8873753,0.304476511,28.26744,0,15624.14423,kt
2017,Nova Scotia,0,TOTAL,TRUE,14540.03795,40.85985001,1021.49625,1.158939162,345.3638703,283.3751479,0.290978205,40.1052,0,16230.6694,kt
2018,Nova Scotia,0,TOTAL,TRUE,15273.14068,41.76504273,1044.126068,1.198121824,357.0403037,308.8696992,0.486849792,25.0914,0,17008.755,kt
1999,Nunavut,0,TOTAL,TRUE,382.7361509,0.186789891,4.669747273,0.011948885,3.56076775,2.359428296,0.002890034,0,0,393.3289842,kt
2000,Nunavut,0,TOTAL,TRUE,489.4933043,0.209035901,5.225897533,0.015701017,4.678902989,3.253517089,0.002587127,0,0,502.6542091,kt
2001,Nunavut,0,TOTAL,TRUE,594.0134568,0.210330114,5.258252838,0.019244512,5.734864488,3.746311506,0.002421462,0,0,608.7553071,kt
2002,Nunavut,0,TOTAL,TRUE,645.0679043,0.213842876,5.34607191,0.019960968,5.948368378,4.41324084,0.002290095,0,0,660.7778756,kt
2003,Nunavut,0,TOTAL,TRUE,685.5880243,0.222091106,5.552277648,0.021555304,6.423480456,5.013341312,0.002229279,0,0,702.579353,kt
2004,Nunavut,0,TOTAL,TRUE,721.7760338,0.22866764,5.716690999,0.022329269,6.654122208,5.642540442,0.002691704,0,0,739.7920792,kt
2005,Nunavut,0,TOTAL,TRUE,548.5656143,0.234762993,5.869074827,0.018524842,5.520402885,6.188523884,0.003428713,0,0,566.1470446,kt
2006,Nunavut,0,TOTAL,TRUE,631.5389904,0.23517479,5.879369751,0.022612285,6.738460965,6.565551701,0.004031612,0,0,650.7264044,kt
2007,Nunavut,0,TOTAL,TRUE,700.4748041,0.242289913,6.057247817,0.02408932,7.178617346,7.831064004,0.004236096,0,0,721.5459694,kt
2008,Nunavut,0,TOTAL,TRUE,723.4431551,0.241283578,6.03208944,0.023501446,7.003431,8.504491407,0.004699208,0,0,744.9878661,kt
2009,Nunavut,0,TOTAL,TRUE,735.760671,0.243833697,6.095842417,0.023669335,7.053461788,9.535975904,0.004544645,0,0,758.4504958,kt
2010,Nunavut,0,TOTAL,TRUE,784.3713261,0.251650606,6.291265159,0.024336536,7.252287795,11.22537485,0.004246442,0,0,809.1445004,kt
2011,Nunavut,0,TOTAL,TRUE,762.4635517,0.257006685,6.425167137,0.025434394,7.57944927,10.87171945,0.004652223,0,0,787.3445398,kt
2012,Nunavut,0,TOTAL,TRUE,758.9298148,0.259804707,6.495117676,0.026575911,7.919621562,10.59468093,0.003970741,0,0,783.9432057,kt
2013,Nunavut,0,TOTAL,TRUE,735.8773995,0.263837958,6.595948938,0.026713552,7.960638458,11.67219787,0.003358209,0,0,762.1095429,kt
2014,Nunavut,0,TOTAL,TRUE,678.2893855,0.265646368,6.641159195,0.023806398,7.094306456,13.11586042,0.003247688,0,0,705.1439593,kt
2015,Nunavut,0,TOTAL,TRUE,569.5614172,0.266755712,6.668892795,0.020279262,6.043220014,13.56220824,0.002908679,0,0,595.8386469,kt
2016,Nunavut,0,TOTAL,TRUE,665.9718504,0.279127779,6.97819447,0.025428811,7.577785607,14.29033226,0.002617532,0,0,694.8207803,kt
2017,Nunavut,0,TOTAL,TRUE,672.6828631,0.286868131,7.171703281,0.02636812,7.857699622,16.03317316,0.002410855,0,0,703.74785,kt
2018,Nunavut,0,TOTAL,TRUE,668.3416059,0.285475585,7.13688962,0.024599486,7.330646846,18.85766884,0.004512426,0,0,701.6713237,kt
1990,Ontario,0,TOTAL,TRUE,145443.484,577.171871,14429.29678,59.48971973,17727.93648,970.540192,0,765.5908057,0,179336.8483,kt
1991,Ontario,0,TOTAL,TRUE,145317.6616,580.1238549,14503.09637,56.17459317,16740.02876,1056.6608,0,850.6656362,0,178468.1131,kt
1992,Ontario,0,TOTAL,TRUE,149003.5726,570.9780916,14274.45229,56.01190717,16691.54834,829.7768,0,758.0654692,0,181557.4155,kt
1993,Ontario,0,TOTAL,TRUE,140860.7653,573.4463963,14336.15991,53.27526885,15876.03012,0,0,719.9620202,0,171792.9173,kt
1994,Ontario,0,TOTAL,TRUE,140648.349,577.2820719,14432.0518,59.94417158,17863.36313,0,0,757.6799991,0,173701.444,kt
1995,Ontario,0,TOTAL,TRUE,145102.7296,585.969831,14649.24578,60.01460862,17884.35337,172.8226132,20.89700577,779.343954,0,178609.3923,kt
1996,Ontario,0,TOTAL,TRUE,153219.6831,574.9137377,14372.84344,62.6299523,18663.72579,298.7380728,15.23918821,770.2489526,0,187340.4785,kt
1997,Ontario,0,TOTAL,TRUE,159718.8088,551.7523741,13793.80935,57.80518016,17225.94369,414.6443543,13.36728417,917.0633263,0,192083.6368,kt
1998,Ontario,0,TOTAL,TRUE,164345.799,549.6665809,13741.66452,43.36008759,12921.3061,593.8916842,12.33105796,1276.834528,0,192891.8269,kt
1999,Ontario,0,TOTAL,TRUE,172127.0486,538.7807316,13469.51829,33.67187592,10034.21902,795.5005421,15.32322189,1384.265475,0,197825.8752,kt
2000,Ontario,0,TOTAL,TRUE,182677.7905,525.183367,13129.58417,30.81208345,9182.000869,1014.104868,22.19056894,1524.398839,0,207550.0698,kt
2001,Ontario,0,TOTAL,TRUE,174849.6949,500.300866,12507.52165,30.72199391,9155.154185,1165.459177,22.37320348,1109.903999,0,198810.1071,kt
2002,Ontario,0,TOTAL,TRUE,178070.1542,522.5068741,13062.67185,32.82590217,9782.118848,1331.005669,15.79268973,1359.225631,0,203620.9689,kt
2003,Ontario,0,TOTAL,TRUE,179943.6908,516.7061991,12917.65498,32.8793355,9798.041979,1469.269805,4.881169538,1268.262272,0,205401.801,kt
2004,Ontario,0,TOTAL,TRUE,175352.4652,519.9961766,12999.90441,38.7777477,11555.76881,1729.418209,4.76981188,1235.032238,0,202877.3587,kt
2005,Ontario,0,TOTAL,TRUE,176077.0904,524.4424564,13111.06141,36.38495174,10842.71562,1963.747617,4.70824511,1181.235978,0,203180.5592,kt
2006,Ontario,0,TOTAL,TRUE,168318.4882,518.8017302,12970.04326,32.02305637,9542.870798,2053.021045,4.21537119,1294.984109,0,194183.6228,kt
2007,Ontario,0,TOTAL,TRUE,173074.6954,512.7043266,12817.60816,31.80871561,9478.997253,2283.31897,4.586595398,551.5169074,0,198210.7233,kt
2008,Ontario,0,TOTAL,TRUE,164335.1405,503.2093461,12580.23365,33.33827022,9934.804525,2252.70005,5.564724866,461.7251764,0,189570.1686,kt
2009,Ontario,0,TOTAL,TRUE,140990.6723,489.4285155,12235.71289,28.56357903,8511.94655,2555.353282,4.391517486,224.2095567,0,164522.2861,kt
2010,Ontario,0,TOTAL,TRUE,149697.5009,461.7418604,11543.54651,26.75160913,7971.97952,2879.42757,5.265160082,231.8718674,0,172329.5915,kt
2011,Ontario,0,TOTAL,TRUE,148408.4104,465.9982585,11649.95646,26.18240425,7802.356467,3209.943905,8.873568415,209.8929551,0,171289.4338,kt
2012,Ontario,0,TOTAL,TRUE,144831.7139,464.3298807,11608.24702,25.13809821,7491.153265,3355.961006,18.12311522,288.873899,0,167594.0722,kt
2013,Ontario,0,TOTAL,TRUE,143611.5539,464.4351118,11610.8778,26.26886576,7828.121998,3930.91641,10.29623283,255.8391907,0,167247.6055,kt
2014,Ontario,0,TOTAL,TRUE,141427.8654,452.9816091,11324.54023,24.92472831,7427.569037,4246.012952,6.945689893,282.0652092,0,164714.9985,kt
2015,Ontario,0,TOTAL,TRUE,139439.0429,453.6740648,11341.85162,24.47308157,7292.978308,4209.141278,6.224976018,272.1300796,0,162561.3692,kt
2016,Ontario,0,TOTAL,TRUE,136533.1091,433.9898259,10849.74565,25.77669352,7681.454669,4343.918364,6.511689124,186.424842,0,159601.1643,kt
2017,Ontario,0,TOTAL,TRUE,132202.7441,435.1367732,10878.41933,26.02648496,7755.892519,4353.291745,6.629409171,173.3353651,0,155370.3124,kt
2018,Ontario,0,TOTAL,TRUE,141611.0612,426.7347629,10668.36907,26.0462265,7761.775497,4746.382313,12.32115494,179.4829902,0,164979.3923,kt
1990,Prince Edward Island,0,TOTAL,TRUE,1454.220895,11.29933426,282.4833565,0.789606203,235.3026486,0,0,0.016919497,0,1972.02382,kt
1991,Prince Edward Island,0,TOTAL,TRUE,1401.259268,11.12817222,278.2043056,0.784100122,233.6618365,0,0,0.016919497,0,1913.142329,kt
1992,Prince Edward Island,0,TOTAL,TRUE,1370.136051,10.98329596,274.582399,0.873966823,260.4421134,0,0,0.016919497,0,1905.177483,kt
1993,Prince Edward Island,0,TOTAL,TRUE,1380.026657,11.0134211,275.3355275,0.82685919,246.4040385,0,0,0.016919497,0,1901.783142,kt
1994,Prince Edward Island,0,TOTAL,TRUE,1388.535109,11.04906594,276.2266484,0.838976384,250.0149625,0,0,0.016919497,0,1914.79364,kt
1995,Prince Edward Island,0,TOTAL,TRUE,1369.534905,11.15318761,278.8296904,0.894783459,266.6454709,2.44689375,3.20E-05,0.016919497,0,1917.473912,kt
1996,Prince Edward Island,0,TOTAL,TRUE,1428.514689,11.24097801,281.0244502,0.94701008,282.2090039,4.554896144,0.002041091,0.012155008,0,1996.317235,kt
1997,Prince Edward Island,0,TOTAL,TRUE,1489.87241,11.2733559,281.8338974,0.943514671,281.167372,6.167943387,0.01650743,0.014482469,0,2059.072613,kt
1998,Prince Edward Island,0,TOTAL,TRUE,1454.908374,11.25522635,281.3806588,0.986220661,293.8937571,8.842756393,0.015454393,0.016184294,0,2039.057185,kt
1999,Prince Edward Island,0,TOTAL,TRUE,1448.336931,11.17837572,279.4593931,0.970242144,289.1321589,11.68486788,0.013057192,0.016035573,0,2028.642444,kt
2000,Prince Edward Island,0,TOTAL,TRUE,1574.382718,11.00260966,275.0652415,0.994022817,296.2187995,14.9136651,0.011316286,0.016634283,0,2160.608374,kt
2001,Prince Edward Island,0,TOTAL,TRUE,1496.749212,10.73707864,268.426966,0.928299522,276.6332575,17.09780716,0.010246386,0.021723752,0,2058.939213,kt
2002,Prince Edward Island,0,TOTAL,TRUE,1488.508173,10.63235343,265.8088359,0.996758811,297.0341255,19.32319848,0.009422551,0.011307641,0,2070.695063,kt
2003,Prince Edward Island,0,TOTAL,TRUE,1548.271568,10.46506468,261.6266171,1.054322352,314.1880609,21.29435868,0.008785384,0.017701366,0,2145.407091,kt
2004,Prince Edward Island,0,TOTAL,TRUE,1540.460245,10.50089705,262.5224262,1.136811278,338.769761,23.72944585,0.010350635,0.0114,0,2165.503629,kt
2005,Prince Edward Island,0,TOTAL,TRUE,1478.086331,10.32073954,258.0184885,1.075767207,320.5786277,25.18284039,0.012925871,0,0,2081.879213,kt
2006,Prince Edward Island,0,TOTAL,TRUE,1442.029043,10.29659614,257.4149034,0.963097641,287.0030971,26.52719872,0.014833055,0.0228,0,2013.011875,kt
2007,Prince Edward Island,0,TOTAL,TRUE,1527.651101,10.19964063,254.9910157,0.834317596,248.6266437,29.79990165,0.015110493,0.0456,0,2061.129373,kt
2008,Prince Edward Island,0,TOTAL,TRUE,1457.062836,9.656978067,241.4244517,0.842518408,251.0704855,32.63514835,0.016316153,0,0,1982.209237,kt
2009,Prince Edward Island,0,TOTAL,TRUE,1458.509063,9.256408324,231.4102081,0.813398052,242.3926196,35.25046562,0.015255577,0,0,1967.577611,kt
2010,Prince Edward Island,0,TOTAL,TRUE,1505.226768,9.13994505,228.4986263,0.759247016,226.2556108,41.06386738,0.013943993,0,0,2001.058816,kt
2011,Prince Edward Island,0,TOTAL,TRUE,1655.305484,9.190098758,229.752469,0.764515996,227.8257667,44.67274725,0.015795411,0.008664,0,2157.580927,kt
2012,Prince Edward Island,0,TOTAL,TRUE,1543.908572,9.278678874,231.9669718,0.833318392,248.3288808,45.57564579,0.016931278,0.007752,0,2069.804754,kt
2013,Prince Edward Island,0,TOTAL,TRUE,1277.335559,9.256505788,231.4126447,0.663441212,197.7054811,47.22193345,0.013578495,0.01368,0,1753.702876,kt
2014,Prince Edward Island,0,TOTAL,TRUE,1176.850396,9.126537531,228.1634383,0.812521343,242.1313603,50.82311298,0.01312322,0.02736,0,1698.008791,kt
2015,Prince Edward Island,0,TOTAL,TRUE,1139.59336,8.954424697,223.8606174,0.722833853,215.4044882,49.92508655,0.022684763,0,0,1628.806237,kt
2016,Prince Edward Island,0,TOTAL,TRUE,1146.527911,8.822446247,220.5611562,0.930773178,277.370407,51.31997177,0.009483087,0,0,1695.788929,kt
2017,Prince Edward Island,0,TOTAL,TRUE,1160.995537,8.920907094,223.0226773,0.889725693,265.1382565,54.08501059,0.010490008,0,0,1703.251971,kt
2018,Prince Edward Island,0,TOTAL,TRUE,1107.915174,9.011199832,225.2799958,0.962777564,286.9077139,58.21780092,0.022841467,0,0,1678.343526,kt
1990,Quebec,0,TOTAL,TRUE,61507.22727,476.3016229,11907.54057,15.1773577,4522.852593,0,6385.913005,2370.902164,0.324454149,86694.76006,kt
1991,Quebec,0,TOTAL,TRUE,56728.0037,474.9408188,11873.52047,14.30592041,4263.164283,0,6723.043156,2745.133956,0.315783687,82333.18135,kt
1992,Quebec,0,TOTAL,TRUE,58112.88302,476.0832472,11902.08118,14.55954227,4338.743598,0,6263.430269,1709.684325,0.307113224,82327.12951,kt
1993,Quebec,0,TOTAL,TRUE,59365.60445,482.6266273,12065.66568,15.04549609,4483.557836,0,6147.460966,1564.218029,0.298442761,83626.8054,kt
1994,Quebec,0,TOTAL,TRUE,61783.1593,493.9573938,12348.93485,15.17134893,4521.06198,0,5576.736866,1594.651937,0.289772299,85824.8347,kt
1995,Quebec,0,TOTAL,TRUE,61433.24774,477.1454099,11928.63525,15.65092952,4663.976998,94.11301103,4917.496504,1406.402234,0.281101836,84444.15284,kt
1996,Quebec,0,TOTAL,TRUE,62845.90771,481.6534983,12041.33746,16.2090977,4830.311116,164.100092,5013.090919,934.0961762,0.272431373,85829.1159,kt
1997,Quebec,0,TOTAL,TRUE,63171.92675,387.0425654,9676.064136,16.30523137,4858.958949,224.3415725,4846.006601,833.9967644,0.263760911,83611.55853,kt
1998,Quebec,0,TOTAL,TRUE,63942.39766,369.0603387,9226.508466,17.07808254,5089.268597,329.6216768,4675.106196,994.6696863,0.255090448,84257.82737,kt
